Alpha-2,Alpha-3,Country,country code,Country-Code,Date,Iso 3166-2,over 1% dates,Region,Region-Code,Sub-Region,Number of Records,Sub-Region-Code,Xmas Normalized,Xmas Pcnt
NZ,NZL,New Zealand,NZ,554,9/11/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000101657,0.000939582
DO,DOM,Dominican Republic,DO,214,9/11/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,7.150518413e-06,0.000526846
CR,CRI,Costa Rica,CR,188,9/11/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,1.944018361e-05,0.000450968
GT,GTM,Guatemala,GT,320,9/11/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,5.720414730e-06,0.000334424
HN,HND,Honduras,HN,340,9/11/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,1.651539091e-06,0.000191128
MX,MEX,Mexico,MX,484,9/11/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000742168,0.000822759
NI,NIC,Nicaragua,NI,558,9/11/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,6.643062267e-07,0.000174753
PA,PAN,Panama,PA,591,9/11/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,4.594784735e-06,0.000421463
SV,SLV,El Salvador,SV,222,9/11/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,3.137001626e-06,0.000319319
CA,CAN,Canada,CA,124,9/11/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000517661,0.001052041
US,USA,United States of America,US,840,9/11/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.009139700,0.001862753
AR,ARG,Argentina,AR,32,9/11/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000186596,0.000595535
BO,BOL,Bolivia (Plurinational State of),BO,68,9/11/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.005685815e-06,9.742668419e-05
BR,BRA,Brazil,BR,76,9/11/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000471731,0.000560920
CL,CHL,Chile,CL,152,9/11/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000141488,0.000552044
CO,COL,Colombia,CO,170,9/11/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.054413139e-05,0.000684594
EC,ECU,Ecuador,EC,218,9/11/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,9.752384467e-06,0.000347834
PE,PER,Peru,PE,604,9/11/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,7.937536762e-05,0.000688265
PY,PRY,Paraguay,PY,600,9/11/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.976610885e-06,0.000321221
UY,URY,Uruguay,UY,858,9/11/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,3.109322200e-06,0.000180546
HK,HKG,Hong Kong,HK,344,9/11/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,4.920479315e-05,0.001533511
JP,JPN,Japan,JP,392,9/11/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000108752,0.002482683
TW,TWN,"Taiwan, Province of China",TW,158,9/11/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,5.740712976e-05,0.001302395
ID,IDN,Indonesia,ID,360,9/11/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000133101,0.001084947
MY,MYS,Malaysia,MY,458,9/11/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,7.040723356e-05,0.001146872
PH,PHL,Philippines,PH,608,9/11/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002356940,0.009281625
SG,SGP,Singapore,SG,702,9/11/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000110219,0.001498291
TH,THA,Thailand,TH,764,9/11/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,8.110071851e-06,0.000754733
CY,CYP,Cyprus,CY,196,9/11/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,9/11/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.914943430e-05,0.000416611
BG,BGR,Bulgaria,BG,100,9/11/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,3.506060641e-07,9.066421078e-05
CZ,CZE,Czech Republic,CZ,203,9/11/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.744726493e-05,0.000609411
HU,HUN,Hungary,HU,348,9/11/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,7.713333410e-06,0.000425255
PL,POL,Poland,PL,616,9/11/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,7.918161163e-05,0.000726011
SK,SVK,Slovakia,SK,703,9/11/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,1.909880402e-06,0.000272285
DK,DNK,Denmark,DK,208,9/11/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000382345,0.002673845
EE,EST,Estonia,EE,233,9/11/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,1.420877207e-06,0.000245114
FI,FIN,Finland,FI,246,9/11/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000143785,0.001135699
GB,GBR,United Kingdom,GB,826,9/11/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001444377,0.001513986
IE,IRL,Ireland,IE,372,9/11/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,8.089773605e-05,0.001244430
IS,ISL,Iceland,IS,352,9/11/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.338761576e-05,0.001283987
LT,LTU,Lithuania,LT,440,9/11/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,1.199441798e-06,0.000215015
LV,LVA,Latvia,LV,428,9/11/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,2.500374826e-06,0.000335005
NO,NOR,Norway,NO,578,9/11/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000599158,0.002980862
SE,SWE,Sweden,SE,752,9/11/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001125999,0.002692408
AD,AND,Andorra,AD,20,9/11/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/11/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000351584,0.000901504
GR,GRC,Greece,GR,300,9/11/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,4.345669900e-06,0.000464767
IT,ITA,Italy,IT,380,9/11/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000198526,0.000800687
MT,MLT,Malta,MT,470,9/11/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,6.089473745e-07,0.000203501
PT,PRT,Portugal,PT,620,9/11/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,2.204204966e-05,0.000454426
AT,AUT,Austria,AT,40,9/11/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,3.565110083e-05,0.000888188
BE,BEL,Belgium,BE,56,9/11/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,5.340283945e-05,0.000808023
CH,CHE,Switzerland,CH,756,9/11/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.156054298e-05,0.000965004
DE,DEU,Germany,DE,276,9/11/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001313158,0.001625234
FR,FRA,France,FR,250,9/11/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000206442,0.000605580
LI,LIE,Liechtenstein,LI,438,9/11/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,9/11/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,7.196650789e-07,0.000279548
MC,MCO,Monaco,MC,492,9/11/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,9/11/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000698167,0.001810624
AU,AUS,Australia,AU,36,9/12/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000560767,0.001074140
NZ,NZL,New Zealand,NZ,554,9/12/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000107433,0.000963907
DO,DOM,Dominican Republic,DO,214,9/12/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,7.252009642e-06,0.000529853
CR,CRI,Costa Rica,CR,188,9/12/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,2.064885188e-05,0.000450196
GT,GTM,Guatemala,GT,320,9/12/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,7.925542344e-06,0.000435084
HN,HND,Honduras,HN,340,9/12/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,1.633086141e-06,0.000184241
MX,MEX,Mexico,MX,484,9/12/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000773585,0.000810829
NI,NIC,Nicaragua,NI,558,9/12/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,6.735327021e-07,0.000171137
PA,PAN,Panama,PA,591,9/12/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,5.000749651e-06,0.000437707
SV,SLV,El Salvador,SV,222,9/12/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,3.053963348e-06,0.000303410
CA,CAN,Canada,CA,124,9/12/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000548901,0.001076102
US,USA,United States of America,US,840,9/12/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.009666117,0.001867731
AR,ARG,Argentina,AR,32,9/12/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000193322,0.000603833
BO,BOL,Bolivia (Plurinational State of),BO,68,9/12/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,2.177448188e-06,0.000202947
BR,BRA,Brazil,BR,76,9/12/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000496375,0.000566372
CL,CHL,Chile,CL,152,9/12/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000144468,0.000542178
CO,COL,Colombia,CO,170,9/12/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.625531964e-05,0.000721338
EC,ECU,Ecuador,EC,218,9/12/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.244651528e-05,0.000423961
PE,PER,Peru,PE,604,9/12/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,8.273380465e-05,0.000686816
PY,PRY,Paraguay,PY,600,9/12/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.672137198e-06,0.000279843
UY,URY,Uruguay,UY,858,9/12/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,3.275398757e-06,0.000178596
HK,HKG,Hong Kong,HK,344,9/12/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,5.162212970e-05,0.001583538
JP,JPN,Japan,JP,392,9/12/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000111151,0.002477725
TW,TWN,"Taiwan, Province of China",TW,158,9/12/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,6.455764817e-05,0.001447037
ID,IDN,Indonesia,ID,360,9/12/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000133756,0.001057374
MY,MYS,Malaysia,MY,458,9/12/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,7.408859723e-05,0.001170692
PH,PHL,Philippines,PH,608,9/12/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002731710,0.010458975
SG,SGP,Singapore,SG,702,9/12/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000115137,0.001538447
TH,THA,Thailand,TH,764,9/12/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,7.824051115e-06,0.000711113
CY,CYP,Cyprus,CY,196,9/12/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,9/12/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,5.022893192e-05,0.000421493
BG,BGR,Bulgaria,BG,100,9/12/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,3.875119656e-07,9.726950601e-05
CZ,CZE,Czech Republic,CZ,203,9/12/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,1.860057435e-05,0.000645354
HU,HUN,Hungary,HU,348,9/12/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,8.866642832e-06,0.000474694
PL,POL,Poland,PL,616,9/12/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,8.547406784e-05,0.000769104
SK,SVK,Slovakia,SK,703,9/12/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,2.085183434e-06,0.000293479
DK,DNK,Denmark,DK,208,9/12/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000415081,0.002846982
EE,EST,Estonia,EE,233,9/12/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,6.827591775e-07,0.000116345
FI,FIN,Finland,FI,246,9/12/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000153049,0.001208226
GB,GBR,United Kingdom,GB,826,9/12/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001523679,0.001552970
IE,IRL,Ireland,IE,372,9/12/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,8.893399610e-05,0.001349431
IS,ISL,Iceland,IS,352,9/12/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.513141961e-05,0.001440502
LT,LTU,Lithuania,LT,440,9/12/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,1.171762372e-06,0.000207139
LV,LVA,Latvia,LV,428,9/12/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,1.706897944e-06,0.000231163
NO,NOR,Norway,NO,578,9/12/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000629569,0.003042765
SE,SWE,Sweden,SE,752,9/12/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001148816,0.002718931
AD,AND,Andorra,AD,20,9/12/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/12/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000389523,0.000947131
GR,GRC,Greece,GR,300,9/12/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,3.967384410e-06,0.000427879
IT,ITA,Italy,IT,380,9/12/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000207494,0.000816637
MT,MLT,Malta,MT,470,9/12/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,6.919856528e-07,0.000220479
PT,PRT,Portugal,PT,620,9/12/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,2.741185833e-05,0.000562157
AT,AUT,Austria,AT,40,9/12/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,4.156527155e-05,0.001010650
BE,BEL,Belgium,BE,56,9/12/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,5.696425894e-05,0.000840526
CH,CHE,Switzerland,CH,756,9/12/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.551870091e-05,0.001005670
DE,DEU,Germany,DE,276,9/12/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001330661,0.001646669
FR,FRA,France,FR,250,9/12/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000213049,0.000613468
LI,LIE,Liechtenstein,LI,438,9/12/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,9/12/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,5.812679484e-07,0.000226031
MC,MCO,Monaco,MC,492,9/12/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,9/12/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000728412,0.001846417
AU,AUS,Australia,AU,36,9/13/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000536234,0.001042626
NZ,NZL,New Zealand,NZ,554,9/13/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000108762,0.000967077
DO,DOM,Dominican Republic,DO,214,9/13/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,7.990127671e-06,0.000583388
CR,CRI,Costa Rica,CR,188,9/13/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,2.121166688e-05,0.000464962
GT,GTM,Guatemala,GT,320,9/13/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,7.012121282e-06,0.000389893
HN,HND,Honduras,HN,340,9/13/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,2.435789498e-06,0.000275560
MX,MEX,Mexico,MX,484,9/13/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000760123,0.000788025
NI,NIC,Nicaragua,NI,558,9/13/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,6.366268006e-07,0.000160373
PA,PAN,Panama,PA,591,9/13/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,5.046882028e-06,0.000448245
SV,SLV,El Salvador,SV,222,9/13/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,2.712583759e-06,0.000269364
CA,CAN,Canada,CA,124,9/13/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000562501,0.001088965
US,USA,United States of America,US,840,9/13/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.009959833,0.001868899
AR,ARG,Argentina,AR,32,9/13/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000191219,0.000592611
BO,BOL,Bolivia (Plurinational State of),BO,68,9/13/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.928333353e-06,0.000178479
BR,BRA,Brazil,BR,76,9/13/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000513223,0.000583817
CL,CHL,Chile,CL,152,9/13/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000141894,0.000529408
CO,COL,Colombia,CO,170,9/13/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.084860507e-05,0.000663127
EC,ECU,Ecuador,EC,218,9/13/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.019525529e-05,0.000350772
PE,PER,Peru,PE,604,9/13/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,7.954144417e-05,0.000667855
PY,PRY,Paraguay,PY,600,9/13/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.524513592e-06,0.000272640
UY,URY,Uruguay,UY,858,9/13/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,3.072416299e-06,0.000168048
HK,HKG,Hong Kong,HK,344,9/13/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,5.096704995e-05,0.001585766
JP,JPN,Japan,JP,392,9/13/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000106317,0.002359183
TW,TWN,"Taiwan, Province of China",TW,158,9/13/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,6.118998466e-05,0.001360517
ID,IDN,Indonesia,ID,360,9/13/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000139929,0.001134011
MY,MYS,Malaysia,MY,458,9/13/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,7.065634839e-05,0.001121668
PH,PHL,Philippines,PH,608,9/13/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.002409134,0.009077635
SG,SGP,Singapore,SG,702,9/13/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000112951,0.001526313
TH,THA,Thailand,TH,764,9/13/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,7.454992100e-06,0.000688137
CY,CYP,Cyprus,CY,196,9/13/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,9/13/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,4.878960176e-05,0.000412074
BG,BGR,Bulgaria,BG,100,9/13/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,5.720414730e-07,0.000139238
CZ,CZE,Czech Republic,CZ,203,9/13/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,2.003067803e-05,0.000680275
HU,HUN,Hungary,HU,348,9/13/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,9.964593401e-06,0.000525210
PL,POL,Poland,PL,616,9/13/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,8.147900400e-05,0.000727736
SK,SVK,Slovakia,SK,703,9/13/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,2.546507202e-06,0.000350891
DK,DNK,Denmark,DK,208,9/13/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000466334,0.003156910
EE,EST,Estonia,EE,233,9/13/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,1.531594912e-06,0.000254677
FI,FIN,Finland,FI,246,9/13/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000152809,0.001190917
GB,GBR,United Kingdom,GB,826,9/13/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.001523245,0.001525381
IE,IRL,Ireland,IE,372,9/13/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,9.242160379e-05,0.001360477
IS,ISL,Iceland,IS,352,9/13/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,1.827764771e-05,0.001681670
LT,LTU,Lithuania,LT,440,9/13/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,1.061044668e-06,0.000183555
LV,LVA,Latvia,LV,428,9/13/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,2.380430646e-06,0.000304684
NO,NOR,Norway,NO,578,9/13/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.000652090,0.003052403
SE,SWE,Sweden,SE,752,9/13/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001224399,0.002840082
AD,AND,Andorra,AD,20,9/13/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,9/13/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000409637,0.000968334
GR,GRC,Greece,GR,300,9/13/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,3.985837360e-06,0.000434839
IT,ITA,Italy,IT,380,9/13/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000202909,0.000784204
MT,MLT,Malta,MT,470,9/13/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,8.672886849e-07,0.000270875
PT,PRT,Portugal,PT,620,9/13/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,2.531744842e-05,0.000520609
AT,AUT,Austria,AT,40,9/13/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,3.788390787e-05,0.000928072
BE,BEL,Belgium,BE,56,9/13/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,6.645830210e-05,0.000911785
CH,CHE,Switzerland,CH,756,9/13/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,7.513118895e-05,0.000962548
DE,DEU,Germany,DE,276,9/13/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001406272,0.001716444
FR,FRA,France,FR,250,9/13/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000243828,0.000661295
LI,LIE,Liechtenstein,LI,438,9/13/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,9/13/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,7.012121282e-07,0.000258501
MC,MCO,Monaco,MC,492,9/13/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,9/13/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.000786732,0.001966806
AU,AUS,Australia,AU,36,9/14/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000552832,0.001045854
NZ,NZL,New Zealand,NZ,554,9/14/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000110478,0.000941430
DO,DOM,Dominican Republic,DO,214,9/14/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,8.663660373e-06,0.000608917
CR,CRI,Costa Rica,CR,188,9/14/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,2.022443401e-05,0.000431491
GT,GTM,Guatemala,GT,320,9/14/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,5.674282353e-06,0.000309958
HN,HND,Honduras,HN,340,9/14/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,2.168221712e-06,0.000230312
MX,MEX,Mexico,MX,484,9/14/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.000768473,0.000779662
NI,NIC,Nicaragua,NI,558,9/14/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,7.012121282e-07,0.000171721
PA,PAN,Panama,PA,591,9/14/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,5.111467356e-06,0.000436749
SV,SLV,El Salvador,SV,222,9/14/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,2.878660316e-06,0.000275643
CA,CAN,Canada,CA,124,9/14/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.000631608,0.001201928
US,USA,United States of America,US,840,9/14/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.010339050,0.001894578
AR,ARG,Argentina,AR,32,9/14/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000191006,0.000567981
BO,BOL,Bolivia (Plurinational State of),BO,68,9/14/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.503915485e-06,0.000141937
BR,BRA,Brazil,BR,76,9/14/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000523759,0.000571461
CL,CHL,Chile,CL,152,9/14/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000140427,0.000509345
CO,COL,Colombia,CO,170,9/14/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.452074227e-05,0.000682914
EC,ECU,Ecuador,EC,218,9/14/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.132088528e-05,0.000383979
PE,PER,Peru,PE,604,9/14/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,8.609224169e-05,0.000708670
PY,PRY,Paraguay,PY,600,9/14/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.902799082e-06,0.000291884
UY,URY,Uruguay,UY,858,9/14/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,2.897113267e-06,0.000147615
HK,HKG,Hong Kong,HK,344,9/14/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,5.532194632e-05,0.001671098
JP,JPN,Japan,JP,392,9/14/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000116733,0.002540199
TW,TWN,"Taiwan, Province of China",TW,158,9/14/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,6.097777573e-05,0.001334612
ID,IDN,Indonesia,ID,360,9/14/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000140390,0.001108995
