Alpha-2,Alpha-3,Country,country code,Country-Code,Date,Iso 3166-2,over 1% dates,Region,Region-Code,Sub-Region,Number of Records,Sub-Region-Code,Xmas Normalized,Xmas Pcnt
BO,BOL,Bolivia (Plurinational State of),BO,68,10/18/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,1.706897944e-06,0.000151000
BR,BRA,Brazil,BR,76,10/18/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000512844,0.000555648
CL,CHL,Chile,CL,152,10/18/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000154479,0.000539898
CO,COL,Colombia,CO,170,10/18/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,6.272157957e-05,0.000691803
EC,ECU,Ecuador,EC,218,10/18/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.386739248e-05,0.000445297
PE,PER,Peru,PE,604,10/18/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,8.617527997e-05,0.000688242
PY,PRY,Paraguay,PY,600,10/18/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.681363673e-06,0.000271661
UY,URY,Uruguay,UY,858,10/18/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,2.684904333e-06,0.000136932
HK,HKG,Hong Kong,HK,344,10/18/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,6.197423507e-05,0.001810656
JP,JPN,Japan,JP,392,10/18/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000187288,0.003403380
TW,TWN,"Taiwan, Province of China",TW,158,10/18/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,6.669819046e-05,0.001402808
ID,IDN,Indonesia,ID,360,10/18/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000222063,0.001611249
MY,MYS,Malaysia,MY,458,10/18/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,7.488207411e-05,0.001297410
PH,PHL,Philippines,PH,608,10/18/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.003271431,0.012177906
SG,SGP,Singapore,SG,702,10/18/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000130250,0.001956780
TH,THA,Thailand,TH,764,10/18/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,6.790685873e-06,0.000554802
CY,CYP,Cyprus,CY,196,10/18/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,10/18/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,5.590321427e-05,0.000426475
BG,BGR,Bulgaria,BG,100,10/18/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,1.937559828e-07,4.404916726e-05
CZ,CZE,Czech Republic,CZ,203,10/18/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,2.927560635e-05,0.000917175
HU,HUN,Hungary,HU,348,10/18/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,1.458705756e-05,0.000704569
PL,POL,Poland,PL,616,10/18/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,0.000129429,0.001079392
SK,SVK,Slovakia,SK,703,10/18/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,4.511746456e-06,0.000567019
DK,DNK,Denmark,DK,208,10/18/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000790977,0.005313043
EE,EST,Estonia,EE,233,10/18/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,5.443620469e-06,0.000831454
FI,FIN,Finland,FI,246,10/18/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000414213,0.003175887
GB,GBR,United Kingdom,GB,826,10/18/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.002457896,0.002287908
IE,IRL,Ireland,IE,372,10/18/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,0.000129263,0.001788525
IS,ISL,Iceland,IS,352,10/18/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,0.000100910,0.009480222
LT,LTU,Lithuania,LT,440,10/18/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,3.109322200e-06,0.000498613
LV,LVA,Latvia,LV,428,10/18/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,3.404569412e-06,0.000411048
NO,NOR,Norway,NO,578,10/18/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.001239983,0.005649335
SE,SWE,Sweden,SE,752,10/18/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.001964741,0.004430704
AD,AND,Andorra,AD,20,10/18/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,10/18/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000442520,0.000997285
GR,GRC,Greece,GR,300,10/18/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,5.259090962e-06,0.000574235
IT,ITA,Italy,IT,380,10/18/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000252436,0.000909655
MT,MLT,Malta,MT,470,10/18/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,1.079497618e-06,0.000340350
PT,PRT,Portugal,PT,620,10/18/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,4.681513603e-05,0.000852314
AT,AUT,Austria,AT,40,10/18/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,5.331057469e-05,0.001171271
BE,BEL,Belgium,BE,56,10/18/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,7.954144417e-05,0.000982001
CH,CHE,Switzerland,CH,756,10/18/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,5.948308672e-05,0.000718924
DE,DEU,Germany,DE,276,10/18/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001630272,0.001869236
FR,FRA,France,FR,250,10/18/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000266599,0.000674639
LI,LIE,Liechtenstein,LI,438,10/18/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,10/18/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,9.780063893e-07,0.000317358
MC,MCO,Monaco,MC,492,10/18/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,10/18/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.001080771,0.002592628
AU,AUS,Australia,AU,36,10/19/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000814910,0.001458961
NZ,NZL,New Zealand,NZ,554,10/19/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000148832,0.001210132
DO,DOM,Dominican Republic,DO,214,10/19/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,2.697821399e-05,0.001891554
CR,CRI,Costa Rica,CR,188,10/19/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,4.470227317e-05,0.000921949
GT,GTM,Guatemala,GT,320,10/19/2017,ISO 3166-2:GT,,Americas,19,Central America,1,13,1.790858870e-05,0.000891745
HN,HND,Honduras,HN,340,10/19/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,5.609697026e-06,0.000575241
MX,MEX,Mexico,MX,484,10/19/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.001127088,0.001130739
NI,NIC,Nicaragua,NI,558,10/19/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,1.088724094e-06,0.000256825
PA,PAN,Panama,PA,591,10/19/2017,ISO 3166-2:PA,,Americas,19,Central America,1,13,7.427312674e-06,0.000641005
SV,SLV,El Salvador,SV,222,10/19/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,8.063939474e-06,0.000731824
CA,CAN,Canada,CA,124,10/19/2017,ISO 3166-2:CA,,Americas,19,Northern America,1,21,0.001061229,0.001926857
US,USA,United States of America,US,840,10/19/2017,ISO 3166-2:US,,Americas,19,Northern America,1,21,0.016956730,0.003052644
AR,ARG,Argentina,AR,32,10/19/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000348207,0.001042076
BO,BOL,Bolivia (Plurinational State of),BO,68,10/19/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,4.428708178e-06,0.000383571
BR,BRA,Brazil,BR,76,10/19/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.000726114,0.000768891
CL,CHL,Chile,CL,152,10/19/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.000208620,0.000717321
CO,COL,Colombia,CO,170,10/19/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,0.000106787,0.001154744
EC,ECU,Ecuador,EC,218,10/19/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,1.794549460e-05,0.000573087
PE,PER,Peru,PE,604,10/19/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.000120848,0.000956387
PY,PRY,Paraguay,PY,600,10/19/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.742408341e-06,0.000365501
UY,URY,Uruguay,UY,858,10/19/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,1.044437012e-05,0.000526861
HK,HKG,Hong Kong,HK,344,10/19/2017,ISO 3166-2:HK,,Asia,142,Eastern Asia,1,30,6.854348553e-05,0.002020207
JP,JPN,Japan,JP,392,10/19/2017,ISO 3166-2:JP,,Asia,142,Eastern Asia,1,30,0.000208850,0.003790413
TW,TWN,"Taiwan, Province of China",TW,158,10/19/2017,ISO 3166-2:TW,,Asia,142,Eastern Asia,1,30,7.670891624e-05,0.001620472
ID,IDN,Indonesia,ID,360,10/19/2017,ISO 3166-2:ID,,Asia,142,South-Eastern Asia,1,35,0.000277745,0.002002409
MY,MYS,Malaysia,MY,458,10/19/2017,ISO 3166-2:MY,,Asia,142,South-Eastern Asia,1,35,0.000100190,0.001471438
PH,PHL,Philippines,PH,608,10/19/2017,ISO 3166-2:PH,,Asia,142,South-Eastern Asia,1,35,0.003404772,0.012327372
SG,SGP,Singapore,SG,702,10/19/2017,ISO 3166-2:SG,,Asia,142,South-Eastern Asia,1,35,0.000155466,0.002014185
TH,THA,Thailand,TH,764,10/19/2017,ISO 3166-2:TH,,Asia,142,South-Eastern Asia,1,35,1.319385978e-05,0.001067800
CY,CYP,Cyprus,CY,196,10/19/2017,ISO 3166-2:CY,,Asia,142,Western Asia,1,145,0,0
TR,TUR,Turkey,TR,792,10/19/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,8.279838998e-05,0.000628343
BG,BGR,Bulgaria,BG,100,10/19/2017,ISO 3166-2:BG,,Europe,150,Eastern Europe,1,151,8.027033573e-07,0.000179791
CZ,CZE,Czech Republic,CZ,203,10/19/2017,ISO 3166-2:CZ,,Europe,150,Eastern Europe,1,151,3.766247246e-05,0.001173530
HU,HUN,Hungary,HU,348,10/19/2017,ISO 3166-2:HU,,Europe,150,Eastern Europe,1,151,2.229116450e-05,0.001057162
PL,POL,Poland,PL,616,10/19/2017,ISO 3166-2:PL,,Europe,150,Eastern Europe,1,151,0.000166833,0.001373086
SK,SVK,Slovakia,SK,703,10/19/2017,ISO 3166-2:SK,,Europe,150,Eastern Europe,1,151,5.056108503e-06,0.000623058
DK,DNK,Denmark,DK,208,10/19/2017,ISO 3166-2:DK,,Europe,150,Northern Europe,1,154,0.000917352,0.006054311
EE,EST,Estonia,EE,233,10/19/2017,ISO 3166-2:EE,,Europe,150,Northern Europe,1,154,5.176052683e-06,0.000791295
FI,FIN,Finland,FI,246,10/19/2017,ISO 3166-2:FI,,Europe,150,Northern Europe,1,154,0.000436763,0.003295608
GB,GBR,United Kingdom,GB,826,10/19/2017,ISO 3166-2:GB,,Europe,150,Northern Europe,1,154,0.002694675,0.002472608
IE,IRL,Ireland,IE,372,10/19/2017,ISO 3166-2:IE,,Europe,150,Northern Europe,1,154,0.000143988,0.001971273
IS,ISL,Iceland,IS,352,10/19/2017,ISO 3166-2:IS,,Europe,150,Northern Europe,1,154,0.000102211,0.009374376
LT,LTU,Lithuania,LT,440,10/19/2017,ISO 3166-2:LT,,Europe,150,Northern Europe,1,154,3.210813429e-06,0.000518563
LV,LVA,Latvia,LV,428,10/19/2017,ISO 3166-2:LV,,Europe,150,Northern Europe,1,154,4.576331784e-06,0.000546733
NO,NOR,Norway,NO,578,10/19/2017,ISO 3166-2:NO,,Europe,150,Northern Europe,1,154,0.001373066,0.006156900
SE,SWE,Sweden,SE,752,10/19/2017,ISO 3166-2:SE,,Europe,150,Northern Europe,1,154,0.002288747,0.005098220
AD,AND,Andorra,AD,20,10/19/2017,ISO 3166-2:AD,,Europe,150,Southern Europe,1,39,0,0
ES,ESP,Spain,ES,724,10/19/2017,ISO 3166-2:ES,,Europe,150,Southern Europe,1,39,0.000564716,0.001244725
GR,GRC,Greece,GR,300,10/19/2017,ISO 3166-2:GR,,Europe,150,Southern Europe,1,39,5.517432272e-06,0.000595083
IT,ITA,Italy,IT,380,10/19/2017,ISO 3166-2:IT,,Europe,150,Southern Europe,1,39,0.000340522,0.001209228
MT,MLT,Malta,MT,470,10/19/2017,ISO 3166-2:MT,,Europe,150,Southern Europe,1,39,1.079497618e-06,0.000339370
PT,PRT,Portugal,PT,620,10/19/2017,ISO 3166-2:PT,,Europe,150,Southern Europe,1,39,5.506360501e-05,0.000980156
AT,AUT,Austria,AT,40,10/19/2017,ISO 3166-2:AT,,Europe,150,Western Europe,1,155,6.411477735e-05,0.001378407
BE,BEL,Belgium,BE,56,10/19/2017,ISO 3166-2:BE,,Europe,150,Western Europe,1,155,0.000112969,0.001436240
CH,CHE,Switzerland,CH,756,10/19/2017,ISO 3166-2:CH,,Europe,150,Western Europe,1,155,8.539102956e-05,0.001013169
DE,DEU,Germany,DE,276,10/19/2017,ISO 3166-2:DE,,Europe,150,Western Europe,1,155,0.001839676,0.002061184
FR,FRA,France,FR,250,10/19/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.000349379,0.000892420
LI,LIE,Liechtenstein,LI,438,10/19/2017,ISO 3166-2:LI,,Europe,150,Western Europe,1,155,0,0
LU,LUX,Luxembourg,LU,442,10/19/2017,ISO 3166-2:LU,,Europe,150,Western Europe,1,155,9.964593401e-07,0.000312767
MC,MCO,Monaco,MC,492,10/19/2017,ISO 3166-2:MC,,Europe,150,Western Europe,1,155,0,0
NL,NLD,Netherlands,NL,528,10/19/2017,ISO 3166-2:NL,,Europe,150,Western Europe,1,155,0.001146159,0.002765817
AU,AUS,Australia,AU,36,10/20/2017,ISO 3166-2:AU,,Oceania,9,Australia and New Zealand,1,53,0.000819643,0.001472455
NZ,NZL,New Zealand,NZ,554,10/20/2017,ISO 3166-2:NZ,,Oceania,9,Australia and New Zealand,1,53,0.000152947,0.001196433
DO,DOM,Dominican Republic,DO,214,10/20/2017,ISO 3166-2:DO,,Americas,19,Caribbean,1,29,3.409182650e-05,0.002255822
